#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
134000,-169184.61796480766,29653.5832260123,-139531.03473879537,298.0280825235321,117.35270158064645,149
136000,-169579.99225389236,29319.378136669984,-140260.61411722237,294.66921350634965,117.35270158064645,149
138000,-169570.66156953003,29624.887783239945,-139945.77378629008,297.73968406182087,117.35270158064645,149
140000,-169489.99768662802,29657.63366296992,-139832.3640236581,298.0687907222905,117.35270158064645,149
142000,-169378.57644237857,29952.51525980793,-139426.06118257064,301.03244594760633,117.35270158064645,149
144000,-169776.67414264986,29551.453563018236,-140225.22057963163,297.0016464466874,117.35270158064645,149
146000,-169481.02869918535,29322.721572295646,-140158.3071268897,294.7028161135273,117.35270158064645,149
148000,-169555.62640868127,29508.185766223818,-140047.44064245746,296.5667911236266,117.35270158064645,149
150000,-169900.8982682263,29423.782877043705,-140477.1153911826,295.71851484517236,117.35270158064645,149
152000,-169480.95992319612,29320.50851219427,-140160.45141100185,294.6805741452129,117.35270158064645,149
154000,-169723.93499202176,29487.22254826047,-140236.7124437613,296.3561040169279,117.35270158064645,149
156000,-169751.59107092954,29886.820785285672,-139864.77028564387,300.37219527486184,117.35270158064645,149
158000,-169418.42428143194,29350.482023577904,-140067.94225785404,294.9818176089818,117.35270158064645,149
160000,-169623.5553971175,29669.444584190845,-139954.11081292666,298.18749429269815,117.35270158064645,149
162000,-169588.9856908213,30109.833047382534,-139479.15264343878,302.6135404892122,117.35270158064645,149
164000,-169074.78661600873,29569.096327256644,-139505.69028875208,297.17896192172844,117.35270158064645,149
166000,-169399.9744451522,29809.206318687415,-139590.7681264648,299.59214483441207,117.35270158064645,149
168000,-169665.96426955878,29806.42077187309,-139859.5434976857,299.5641491898545,117.35270158064645,149
170000,-169297.76339437207,29671.41143805068,-139626.3519563214,298.20726180881866,117.35270158064645,148
172000,-169266.35461953806,29698.600341564743,-139567.75427797332,298.4805190647278,117.35270158064645,148
174000,-169771.2068958045,29888.851938881096,-139882.3549569234,300.39260902407864,117.35270158064645,148
176000,-169515.92824502278,29680.622164086206,-139835.30608093657,298.2998325783643,117.35270158064645,148
178000,-169712.77558311704,29676.113962935982,-140036.66162018105,298.2545237017206,117.35270158064645,148
180000,-169666.54779455345,29544.401627923828,-140122.14616662962,296.9307722228795,117.35270158064645,148
182000,-169456.7913384298,29435.18231784331,-140021.60902058647,295.8330829045348,117.35270158064645,148
184000,-169683.18256061547,29661.926819431596,-140021.25574118388,298.1119383304057,117.35270158064645,148
186000,-169598.37085988675,30033.462753660046,-139564.9081062267,301.8459943877378,117.35270158064645,148
188000,-169751.0118741889,29117.9925616018,-140633.0193125871,292.64522347694833,117.35270158064645,148
190000,-169406.00112641358,29803.4388076046,-139602.56231880898,299.5341794864862,117.35270158064645,148
192000,-169988.33538962575,29224.13591739512,-140764.19947223063,293.7119984619001,117.35270158064645,148
194000,-170042.36698344478,29839.591601375025,-140202.77538206975,299.89752673269066,117.35270158064645,148
196000,-169508.10296533396,29811.962020812556,-139696.1409445214,299.61984053021047,117.35270158064645,148
198000,-169793.83413021825,29639.75543762406,-140154.0786925942,297.8891087871213,117.35270158064645,148
200000,-170309.9015012479,29336.64373456803,-140973.25776667986,294.84273833793435,117.35270158064645,148
202000,-169844.77556701936,30128.865029182052,-139715.9105378373,302.8048180491314,117.35270158064645,148
204000,-168758.329750709,29648.140832553152,-139110.18891815585,297.9733847126603,117.35270158064645,148
206000,-169326.29955835897,29618.00472851633,-139708.29482984263,297.67050714024793,117.35270158064645,148
208000,-169470.7172896457,29793.52165822893,-139677.19563141675,299.4345089343642,117.35270158064645,148
210000,-169705.974242609,29605.675269201398,-140100.2989734076,297.54659209463017,117.35270158064645,148
212000,-170152.74514967576,29350.57137070154,-140802.17377897422,294.9827155764123,117.35270158064645,147
214000,-169996.1872590551,29497.373551046127,-140498.81370800897,296.4581248712996,117.35270158064645,147
216000,-169642.6147388441,29606.276173182065,-140036.33856566204,297.5526313735858,117.35270158064645,147
218000,-170129.94273082714,29690.71665550943,-140439.2260753177,298.4012854753037,117.35270158064645,147
220000,-169239.36849311646,29474.94979621796,-139764.4186968985,296.23275889770105,117.35270158064645,147
222000,-169846.95134066162,29672.096401056275,-140174.85493960534,298.21414590810616,117.35270158064645,147
224000,-169675.74134173547,29706.129837407894,-139969.61150432756,298.55619292819983,117.35270158064645,147
226000,-169807.98999131017,29771.36700393434,-140036.62298737583,299.21184750798403,117.35270158064645,147
228000,-169715.52624645596,29450.438782986952,-140265.087463469,295.9864153034625,117.35270158064645,147
230000,-169768.59911032347,29644.989261765964,-140123.6098485575,297.9417104090362,117.35270158064645,147
232000,-170039.75481022056,29821.457845085533,-140218.29696513503,299.7152766290619,117.35270158064645,147
234000,-170285.60488848342,29801.169074940728,-140484.4358135427,299.51136794062677,117.35270158064645,147
236000,-170148.39099472272,29434.833250449155,-140713.55774427357,295.82957466455724,117.35270158064645,147
238000,-170501.3636800456,29595.69083014643,-140905.67284989916,297.4462452595126,117.35270158064645,147
240000,-169845.07388156443,29775.70509337366,-140069.36878819077,299.25544670702726,117.35270158064645,147
242000,-169375.92278638587,29610.61023008218,-139765.3125563037,297.59619004430857,117.35270158064645,147
244000,-169666.01573897805,30045.550308115082,-139620.46543086297,301.9674782114355,117.35270158064645,147
246000,-169151.520610034,29936.853786965046,-139214.66682306895,300.8750430905795,117.35270158064645,147
248000,-169538.90952102444,29540.17496159568,-139998.73455942876,296.8882928620669,117.35270158064645,147
250000,-169430.0049233206,29983.250327171292,-139446.75459614932,301.3413432947741,117.35270158064645,147
252000,-169919.0997856981,30007.995686031878,-139911.10409966623,301.5900421382281,117.35270158064645,147
254000,-170288.09605621803,29445.02777856498,-140843.06827765304,295.9320329625456,117.35270158064645,147
256000,-170470.3162986955,29915.27762502234,-140555.03867367317,300.658195699052,117.35270158064645,147
258000,-169674.689520414,29505.592314985668,-140169.09720542832,296.54072610161114,117.35270158064645,147
260000,-169879.97303725046,29404.74268369598,-140475.23035355448,295.5271547565433,117.35270158064645,147
